회사명,제목,공고링크,지역,경력,학력,고용형태,마감일,직무분야,연봉정보,가까운역,설립일,대표자명,업종,재무정보
(주)푸드테크,㈜푸드테크 하반기 신입/경력 전부문 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49525316&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  강남구,신입·경력,초대졸↑,정규직,~ 12/31(화),"Javascript, Java, 웹개발, React, CSS",회사내규에 따름,2삼성역 도보 7분 이내,2018년 12월 31일                                (업력 7년차),김준수,모바일 게임 소프트웨어 개발 및 공급업,매출액 533.2억 영업이익 187.7억 (2023년 기준) 전체)
(주)휴머스온,2025년도 휴머스온 대규모 채용 상반기 SW/Biz 공채 경력공채,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49593871&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  강남구,신입·경력,대졸↑,정규직·인턴직,~ 01/01(수),"Javascript, 프론트엔드, Java, 웹개발, React",회사내규에 따름,인천1갈산역 도보 7분 이내,2019년 12월 04일                                (업력 6년차),김상수,응용 소프트웨어 개발 및 공급업,"매출액 94.6억 영업이익 - 7,025만 (2023년 기준) 전체)"
해커스교육그룹,2024년 해커스 교육그룹 [신입/경력] 각 부문별 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49106274&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  서초구,신입·경력,학력무관,정규직·계약직,상시채용,"Javascript, 프론트엔드, Java, 웹개발, HTML",회사내규에 따름,경의중앙가좌역 도보 12분 이내,2021년 01월 04일                                (업력 4년차),김창욱,응용 소프트웨어 개발 및 공급업,"매출액 1,222.2억 영업이익 - 408억 (2023년 기준) 전체)"
(주)세종분석연구원,입찰분석연구원 외 각 부문별 신입 및 경력사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46521833&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  마포구,신입·경력,학력무관,정규직,~ 12/30(월),"Javascript, 프론트엔드, Java, 웹개발, HTML",회사내규에 따름,3사직역 도보 7분 이내,2015년 08월 06일                                (업력 10년차),이원주,응용 소프트웨어 개발 및 공급업,-
한국특수가스(주),한국특수가스㈜ 부문별 신입 및 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49331516&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,전북  익산시,신입·경력,학력무관,정규직,~ 01/04(토),"Javascript, Java, 웹개발, CSS, HTML",회사내규에 따름,2구로디지털단지역 도보 12분 이내,2018년 11월 20일                                (업력 7년차),김기태,응용 소프트웨어 개발 및 공급업,-
어플라이드머티어리얼즈코리아(주),Full Stack Developer 신입/경력(2년 이하) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49600694&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,경기  성남시 분당구,신입·경력,대졸↑,정규직,~ 12/26(목),"Javascript, TypeScript, 데이터엔지니어, 네트워크, 빅데이터",회사내규에 따름,1경의중앙용산역 도보 7분 이내,2019년 11월 22일                                (업력 6년차),김슬기,시스템 소프트웨어 개발 및 공급업,매출액 78.8억 영업이익 - 3.3억 (2023년 기준) 전체)
에이엠(주),에이엠㈜ 신입/경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452884&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,경기  과천시,신입·경력,대졸↑,정규직,~ 12/21(토),"Javascript, Java, 웹개발, 백엔드/서버개발, 기술지원",회사내규에 따름,2역삼역 도보 7분 이내,2010년 09월 10일                                (업력 15년차),허진영,유선 온라인 게임 소프트웨어 개발 및 공급업,-
(주)엔씨소프트,엔씨소프트 전 부문 수시 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=48103965&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,경기  성남시 분당구,신입·경력,학력무관,정규직,~ 05/14(수),"Javascript, Java, React, 백엔드/서버개발, Spring",회사내규에 따름,수인분당서울숲역 도보 3분 이내,2020년 07월 09일                                (업력 5년차),박정윤,응용 소프트웨어 개발 및 공급업,매출액 121.8억 영업이익 - 21.4억 (2023년 기준) 전체)
(주)위즈코리아,"㈜위즈코리아/㈜위즈COK SE(시스템 엔지니어), PM 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49536432&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  강서구,신입·경력,학력무관,정규직·병역특례,~ 12/31(화),"Javascript, 프론트엔드, Java, 웹개발, CSS",회사내규에 따름,7내방역 도보 4분 이내,2008년 03월 31일                                (업력 17년차),배기식,응용 소프트웨어 개발 및 공급업,"매출액 2,154억 영업이익 - 269.4억 (2023년 기준) 전체)"
브레인즈컴퍼니(주),각 부문 경력/신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49563590&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  성동구,신입·경력,대졸↑,정규직·전문연구요원,~ 12/29(일),"Javascript, 프론트엔드, Java, 웹개발, React",회사내규에 따름,3압구정역 도보 4분 이내,2018년 02월 28일                                (업력 7년차),곽수용,시스템 소프트웨어 개발 및 공급업,-
(주)우리기술,원자력 HW개발/SW개발/철도사업엔지니어/구매생산 분야 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49523729&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  마포구,신입·경력,대졸↑,정규직,~ 12/31(화),"Javascript, 프론트엔드, Java, 백엔드/서버개발, 보안컨설팅",회사내규에 따름,2성수역 도보 7분 이내,2019년 08월 23일                                (업력 6년차),김덕수/김의석/이석우,응용 소프트웨어 개발 및 공급업,-
㈜모니터랩,[코스닥상장] 웹사이트 Front-end 개발(프론트엔드),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49565048&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  구로구,경력무관,학력무관,정규직,~ 01/09(목),"Javascript, 프론트엔드, Java, 웹개발, React",회사내규에 따름,2신분당강남역 도보 3분 이내,2015년 01월 29일                                (업력 10년차),이동호/이주민,응용 소프트웨어 개발 및 공급업,-
(주)케이지모빌리언스,"[KG모빌리언스] JAVA 웹, 응용 서비스 개발 및 운영 담당",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496304&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  중구,신입·경력,학력무관,정규직,~ 12/29(일),"Javascript, Java, 웹개발, CSS, Spring",회사내규에 따름,2성수역 도보 3분 이내,2020년 10월 05일                                (업력 5년차),김성훈,응용 소프트웨어 개발 및 공급업,매출액 46.1억 영업이익 - 189.1억 (2023년 기준) 전체)
브레인즈컴퍼니(주),프론트엔드 개발자 (신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49587029&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  성동구,신입·경력,대졸↑,정규직,~ 12/29(일),"Javascript, 프론트엔드, 웹개발, React, CSS",회사내규에 따름,2증산역 도보 3분 이내,2017년 11월 02일                                (업력 8년차),김경엽,컴퓨터 프로그래밍 서비스업,-
브레인즈컴퍼니(주),풀스택 개발자 (신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49587038&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  성동구,신입·경력,대졸↑,정규직,~ 12/29(일),"Javascript, 프론트엔드, 웹개발, CSS, HTML",회사내규에 따름,수인분당한티역 도보 12분 이내,1977년 08월 20일                                (업력 48년차),김용우,컴퓨터 프로그래밍 서비스업,-
알서포트(주),[코스닥 상장사] 웹 프론트엔드 개발자 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49594073&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  강동구,경력3년↑,학력무관,정규직,~ 12/30(월),"Javascript, 프론트엔드, Java, 웹개발, React",회사내규에 따름,경의중앙서해곡산역 도보 15분 이내,2015년 12월 24일                                (업력 10년차),신호식,컴퓨터 프로그래밍 서비스업,매출액 674.1억 영업이익 - 333.2억 (2023년 기준) 전체)
브레인즈컴퍼니(주),백엔드 개발자 (신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49587025&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  성동구,신입·경력,대졸↑,정규직,~ 12/29(일),"Javascript, 프론트엔드, Java, 웹개발, React",회사내규에 따름,7자양역 도보 3분 이내,1966년 04월 13일                                (업력 59년차),김세종,기타 공학 연구개발업,"매출액 2,350.2억 영업이익 - 152.2억 (2022년 기준) 전체)"
(주)박영사,웹 프론트엔드/웹디자인 경력3년이상 (신입 가능) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49604675&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울전체,신입·경력,학력무관,정규직,~ 01/16(목),"Javascript, 프론트엔드, Java, 웹개발, CSS",회사내규에 따름,1범내골역 도보 1분 이내,1989년 09월 22일                                (업력 36년차),이상목,기타 공학 연구개발업,"매출액 4,382.4억 영업이익 149.9억 (2023년 기준) 전체)"
알서포트(주),[코스닥 상장사] 웹 프론트엔드 개발자 채용 (장애인채용),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49593995&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  강동구,경력무관,학력무관,계약직,~ 12/30(월),"Javascript, 프론트엔드, Java, 웹개발, React",회사내규에 따름,3남부터미널역 도보 7분 이내,2021년 04월 22일                                (업력 4년차),고상석,의학 및 약학 연구개발업,-
(주)포시에스,(주)포시에스 시스템 인프라 운영 관리자 채용 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49430851&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  강남구,경력무관,학력무관,정규직·인턴직,채용시,"Javascript, Java, 정보보안, SE(시스템엔지니어), 네트워크",회사내규에 따름,59여의도역 도보 7분 이내,2011년 04월 01일                                (업력 14년차),이동훈,의학 및 약학 연구개발업,-
(주)플그림,2024 하반기 개발직군 경력직 채용[AA],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49432172&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  성동구,경력,대졸↑,정규직,~ 12/31(화),"Javascript, 프론트엔드, Java, 웹개발, React",회사내규에 따름,2성서산업단지역 도보 3분 이내,1969년 12월 19일                                (업력 56년차),허윤홍/허창수,토목시설물 건설업,-
주식회사 핌아시아,[핌아시아 떠리몰] 이커머스 MD/개발/서비스기획/마케팅/디자인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498404&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  강남구,경력,초대졸↑,정규직·계약직,~ 12/31(화),"Javascript, 프론트엔드, Java, 웹개발, React",회사내규에 따름,5영등포시장역 도보 7분 이내,1981년 12월 31일                                (업력 44년차),김동철,송전 및 배전업,-
이데아텍(주),[신입] 플랫폼 운영/개발 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49560477&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  강남구,신입,학력무관,정규직,~ 02/08(토),"Javascript, Java, 웹개발, TypeScript, Spring",회사내규에 따름,14공항경의중앙서울역 도보 7분 이내,2005년 10월 07일                                (업력 20년차),황현순,포털 및 기타 인터넷 정보매개 서비스업,매출액 951.7억 영업이익 255.7억 (2023년 기준) 전체)
(주)앰진,(주)앰진 프론트엔드 신입·경력 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49601880&location=ts&searchword=javascript&searchType=search&paid_fl=n&search_uuid=323d99d6-7bb0-42be-b77f-b95ca307c9f3,서울  송파구,신입·경력,대졸↑,정규직,~ 12/23(월),"Javascript, 프론트엔드, CSS, 백엔드/서버개발, TypeScript",회사내규에 따름,경의중앙수색역 도보 12분 이내,1996년 08월 01일                                (업력 29년차),박철희/변부섭,토목시설물 건설업,"매출액 1.8조 영업이익 1,851.6억 (2023년 기준) 전체)"
