회사명,제목,공고링크,지역,경력,학력,고용형태,마감일,직무분야,연봉정보,가까운역,설립일,대표자명,업종,재무정보
(주)무신사,경리· 출납· 일반 사무 &amp; CS 담당 경력자 모집,https://www.saramin.co.krundefined,경기 화성시 동탄산단2길 47,신입·경력,학력무관,정규직,~ 12/26(목),"Javascript, 프론트엔드, 웹개발, React, CSS",면접 후 협의,7학동역 도보 7분 이내,2012년 06월 25일                                (업력 13년차),박준모/조만호,통신 판매업,"매출액 8,829.6억 영업이익 370.9억 (2023년 기준) 전체)"
와우프레스(주),[KDG/둔전] 용인 물류창고 물류팀 정규직 채용 (현장/발주파트),https://www.saramin.co.krundefined,"서울 성동구 아차산로13길 11, 1층 (성수동2가,무신사캠퍼스 엔1)",신입·경력,초대졸↑,정규직,~ 12/23(월),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,3신분당양재역 도보 7분 이내,2012년 09월 03일                                (업력 13년차),김경환,기타 인쇄업,매출액 404.2억 영업이익 20.3억 (2023년 기준) 전체)
(주)비바리퍼블리카,[KDG/둔전] 영업지원 정규직 채용 (결제 CS/데이터 관리),https://www.saramin.co.krundefined,대구 달서구 장기로65길 11-5,경력,학력무관,정규직,~ 12/31(화),"Javascript, 백엔드/서버개발, SE(시스템엔지니어), SI개발, 알고리즘",면접 후 협의,2뚝섬역 도보 3분 이내,2013년 04월 23일                                (업력 12년차),이승건,그 외 기타 금융 지원 서비스업,"매출액 3,361.7억 영업이익 - 1,085.5억 (2023년 기준) 전체)"
오스템임플란트(주),[NHN] 게임 미디어 콘텐츠 크리에이터,https://www.saramin.co.krundefined,"서울 강남구 테헤란로 142, 4층, 10층, 11층, 12층, 13층, 22층, 23층 (역삼동,아크플레이스)",경력2년↑,초대졸↑,파견직,~ 01/09(목),"Javascript, Java, 웹개발, CSS, 백엔드/서버개발",면접 후 협의,2감전역 도보 12분 이내,1997년 01월 08일                                (업력 28년차),김해성,치과용 기기 제조업,-
아진산업(주),"[정규직/마곡,발산] 화장품 구매/생산 담당자 채용 (과,차장급)",https://www.saramin.co.krundefined,경북 경산시 진량읍 공단8로26길 40,신입·경력,대졸↑,정규직,~ 01/01(수),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,17가산디지털단지역 도보 4분 이내,1978년 05월 31일                                (업력 47년차),서중호,자동차 차체용 신품 부품 제조업,-
(주)빗썸,[KB국민은행] 삼성역 PB센터 VIP 리셉션 사원 채용,https://www.saramin.co.krundefined,"서울 강서구 마곡중앙12로 3 (마곡동,오스템임플란트중앙연구소)",신입·경력,대졸↑,정규직,~ 01/08(수),"Javascript, Java, 웹개발, 백엔드/서버개발, TypeScript",면접 후 협의,2경대병원역 도보 7분 이내,2014년 01월 06일                                (업력 11년차),이재원,전자상거래 소매업,"매출액 1,358.4억 영업이익 - 148.7억 (2023년 기준) 전체)"
(주)디알텍,인천공항 화물터미널 반출입/검수 업무 담당자 채용,https://www.saramin.co.krundefined,경기 성남시 중원구 둔촌대로541번길 29,경력,초대졸↑,정규직·계약직,~ 01/05(일),"Javascript, Java, 웹개발, CSS, HTML",면접 후 협의,1군포역 도보 12분 이내,2015년 02월 03일                                (업력 10년차),안성현,그 외 기타 의료용 기기 제조업,-
(주)셀트리온,2024년 세무법인 백두(북인천) 경력직원 채용공고,https://www.saramin.co.krundefined,"서울 강남구 테헤란로 124, 15층, 16층 (역삼동,삼원빌딩)",경력무관,초대졸↑,정규직,~ 12/23(월),"Javascript, Java, HTML, 정보통신, C++",면접 후 협의,수인분당호구포역 도보 15분 이내,1991년 02월 27일                                (업력 34년차),기우성/김형기/서진석,의약용 화합물 및 항생물질 제조업,-
(주)이오테크닉스,국내/해외 마케팅 영업 경력사원 채용,https://www.saramin.co.krundefined,경기 안양시 동안구 동편로 91,경력무관,고졸↑,정규직·기간제,~ 01/16(목),"Javascript, 데이터분석가, 데이터엔지니어, IT컨설팅, SI개발",면접 후 협의,4수인분당고잔역 도보 15분 이내,1993년 12월 30일                                (업력 32년차),성규동/박종구,반도체 제조용 기계 제조업,-
스탭스(주),[속보-지원금多-신입환영-영업X] 하나카드 인바운드 상담사 채용,https://www.saramin.co.krundefined,"서울 중구 동호로14길 7 (신당동,비에스빌딩)",경력무관,초대졸↑,정규직,~ 01/16(목),"Javascript, 프론트엔드, Java, 웹개발, 데이터분석가",면접 후 협의,5서대문역 도보 7분 이내,1998년 09월 24일                                (업력 27년차),박천웅,상용 인력 공급 및 인사관리 서비스업,-
(주)뷰웍스,(주)덴티움 마케팅팀(PM) 인재채용,https://www.saramin.co.krundefined,경기 안양시 동안구 부림로170번길 41-3,경력 1~10년,학력무관,정규직,~ 12/31(화),"Javascript, 프론트엔드, React, 백엔드/서버개발, SE(시스템엔지니어)",면접 후 협의,9언주역 도보 3분 이내,1999년 09월 18일                                (업력 26년차),김후식,그 외 기타 의료용 기기 제조업,-
제닉스(주),프랜차이즈 본사 각부문별 채용,https://www.saramin.co.krundefined,충남 천안시 서북구 직산읍 부송로 165-33,신입·경력,학력무관,정규직,~ 12/22(일),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,4수유역 도보 7분 이내,2010년 04월 23일                                (업력 15년차),배성관,반도체 제조용 기계 제조업,매출액 613억 영업이익 31.8억 (2023년 기준) 전체)
(주)오토닉스,[서초구] 프랑스계 제약회사 Respiratory Medical Advisor (1Y),https://www.saramin.co.krundefined,"경기 성남시 중원구 둔촌대로80번길 3-15, 4층 (성남동,모란드림시티)",경력,대졸↑,정규직,~ 01/15(수),"Javascript, Java, 웹개발, React, Spring",면접 후 협의,9봉은사역 도보 7분 이내,1990년 01월 19일                                (업력 35년차),박용진,그 외 기타 전자부품 제조업,"매출액 1,630.3억 영업이익 13억 (2023년 기준) 전체)"
(주)제노레이,"[(주)실리콘투] 해외영업,해외마케팅 팀장급 채용 (경력 7년~)",https://www.saramin.co.krundefined,"경기 성남시 중원구 둔촌대로80번길 3-15, 4층 (성남동,모란드림시티)",경력무관,초대졸↑,교육생,~ 01/16(목),"Javascript, Java, React, 백엔드/서버개발, Django",면접 후 협의,9가양역 도보 4분 이내,2001년 04월 12일                                (업력 24년차),박병욱,그 외 기타 의료용 기기 제조업,-
(주)링크프라이스,[케어젠] 화장품개발부 제형연구팀원 정규직 채용,https://www.saramin.co.krundefined,"서울 금천구 가산디지털1로 171, 1112호 (가산동,가산 에스케이 브이원 센터)",신입·경력,학력무관,정규직,~ 01/13(월),"Javascript, 백엔드/서버개발, .NET, C#, Flutter",면접 후 협의,수인분당신분당정자역 도보 3분 이내,2006년 05월 03일                                (업력 19년차),이병헌,데이터베이스 및 온라인정보 제공업,매출액 335.4억 영업이익 89.7억 (2023년 기준) 전체)
(주)엠제이플렉스,디앤씨컴퍼니] 대전 SNS 홍보 마케팅 사업(Project Leader)모집,https://www.saramin.co.krundefined,"서울 구로구 디지털로26길 43, R동 1801호-1804호 (구로동,대륭포스트타워8차)",경력무관,학력무관,교육생,~ 01/17(금),"Javascript, Java, 웹개발, HTML, 백엔드/서버개발",면접 후 협의,에버라인어정역 도보 15분 이내,2005년 03월 24일                                (업력 20년차),김시출,상용 인력 공급 및 인사관리 서비스업,매출액 385.6억 영업이익 5.4억 (2023년 기준) 전체)
(주)수성엔지니어링,[대웅제약] ETC 제약영업 로컬 MR 경력채용(경기),https://www.saramin.co.krundefined,-,신입·경력,대졸↑,정규직·인턴직,~ 01/17(금),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,1상무역 도보 4분 이내,1991년 01월 25일                                (업력 34년차),강병윤/박미례,건물 및 토목 엔지니어링 서비스업,"매출액 1,388.1억 영업이익 54.4억 (2023년 기준) 전체)"
(주)미래아이엔씨,[덴티움] 임플란트 CS파트 인재 채용,https://www.saramin.co.krundefined,"서울 금천구 가산디지털2로 144, 13층 (가산동,현대테라타워 가산디케이)",경력무관,초대졸↑,정규직,~ 01/16(목),"Javascript, 프론트엔드, React, CSS, HTML",면접 후 협의,9공항마곡나루역 도보 4분 이내,2000년 09월 14일                                (업력 25년차),박승운,광고 대행업,매출액 267.8억 영업이익 70.9억 (2023년 기준) 전체)
(주)에스에프에이,영업관리(무역사무) 담당자 채용,https://www.saramin.co.krundefined,경기 화성시 동탄순환대로29길 25,신입·경력,초대졸↑,정규직,~ 01/11(토),"Javascript, Java, 웹개발, 백엔드/서버개발, Spring",면접 후 협의,17가산디지털단지역 도보 4분 이내,1998년 12월 18일                                (업력 27년차),김영민,그 외 기타 특수목적용 기계 제조업,-
(주)파이오링크,[경영기획본부] 경영지원 경력사원 채용,https://www.saramin.co.krundefined,"서울 금천구 가산디지털2로 98, 1동 401호",신입·경력,대졸↑,정규직,~ 01/05(일),"Javascript, 프론트엔드, React, CSS, HTML",면접 후 협의,7청담역 도보 12분 이내,2000년 07월 26일                                (업력 25년차),조영철,유선 통신장비 제조업,-
(주)차이커뮤니케이션,[(주)메디쿼터스] RA 담당자,https://www.saramin.co.krundefined,"서울 강남구 학동로43길 6, (221비 에비뉴)",경력무관,초대졸↑,정규직,~ 01/16(목),"Javascript, Java, 웹개발, 유지보수, SI개발",면접 후 협의,12시청역 도보 3분 이내,2004년 06월 22일                                (업력 21년차),최영섭,광고 대행업,-
(주)코스모진텍,[넥스트플레이어] 브랜드 매니저 채용,https://www.saramin.co.krundefined,"서울 성동구 성수이로10길 14, 3층 304호-311호 (성수동2가,에이스하이엔드성수타워)",신입,초대졸↑,정규직,~ 01/09(목),"Java, 웹개발, CSS, HTML, Spring",면접 후 협의,6경의중앙효창공원앞역 도보 7분 이내,2000년 05월 15일                                (업력 25년차),이영준,생물학적 제제 제조업,매출액 112.4억 영업이익 6억 (2023년 기준) 전체)
모트렉스(주),[(주)실리콘투] B2B 해외영업 업무자 (폴란드파견가능자 우대),https://www.saramin.co.krundefined,"경기 성남시 수정구 금토로80번길 56, 1301호 (금토동,위든타워)",경력무관,대졸↑,정규직,~ 12/22(일),"프론트엔드, Java, 웹개발, 백엔드/서버개발, Spring",면접 후 협의,3신분당양재역 도보 12분 이내,2001년 09월 26일                                (업력 24년차),이형환,그 외 자동차용 신품 부품 제조업,-
(주)노바렉스,영업관리 (국내/해외) 경력사원 채용,https://www.saramin.co.krundefined,충북 청주시 흥덕구 오송읍 오송생명14로 80,신입·경력,대졸↑,정규직,~ 01/03(금),"영업관리, 영업지원, 영업직, 판매직, 영업마케팅",면접 후 협의,3대청역 도보 1분 이내,2008년 11월 27일                                (업력 17년차),권석형,건강기능식품 제조업,-
(의)녹십자의료재단,펜믹스 메디칼팀(RA) 신입 및 경력사원 모집,https://www.saramin.co.krundefined,경기 용인시 기흥구 보정동 314번지,신입·경력,대졸↑,정규직,~ 02/03(월),"전산회계, 회계사, 관리회계, 기업회계, 세무회계",면접 후 협의,3신분당양재역 도보 7분 이내,1991년 07월 16일                                (업력 34년차),김상만,일반 병원,"매출액 3,586.7억 영업이익 - 44.1억 (2023년 기준) 전체)"
(주)로보티즈,[언주역/연봉상위] 글로벌 프리미엄 가전기업 Sales Admin (6M),https://www.saramin.co.krundefined,서울 강서구 마곡중앙5로1길 37,경력무관,대졸↑,정규직,~ 01/12(일),"Javascript, Java, 웹개발, CSS, HTML","3,500 만원",4미아사거리역 도보 4분 이내,1999년 03월 25일                                (업력 26년차),김병수,그 외 기타 특수목적용 기계 제조업,-
(주)포니링크,"[수유-진접,노원]인터넷가입센터 아웃바운드/인바운드 TM",https://www.saramin.co.krundefined,서울 영등포구 영등포로 272,경력 1~4년,학력무관,정규직,~ 12/22(일),"Javascript, Java, CSS, HTML, 유지보수",면접 후 협의,2수인분당선릉역 도보 12분 이내,2000년 04월 06일                                (업력 25년차),황정일/남경필,기타 의복 소매업,-
(주)쎄크,[대웅제약] 개발부문 CPL/CTA 경력/계약직 채용,https://www.saramin.co.krundefined,경기 수원시 권선구 산업로155번길 111,경력 1~4년,대졸↑,정규직·산업기능요원,~ 12/31(화),"Javascript, Java, 웹개발, 데이터분석가, 데이터엔지니어",면접 후 협의,3신분당양재역 도보 12분 이내,2000년 03월 22일                                (업력 25년차),김종현,방사선 장치 제조업,매출액 503.7억 영업이익 6억 (2023년 기준) 전체)
